,"Unnamed: 0.1","Unnamed: 0","id","region","startdate","enddate","confidence","buildfromzero","relchangepercentage","algidentificationdate","algversion","dateDifference","geometry","class","run_date","geog","geometry_wkt","query","sql"
10,10,10,"detectionsWithParams.fid-1231113e_193498dfb0e_be9","Lebanon","2024-02-09","2024-06-03",0.33,"False",22.2790399698334,"2024-11-14",0.82,3.83333333333333,"01030000000100000005000000DD9DAD6AE6AA414060A1A4FAADAF40406559CDC60CAC414060A1A4FAADAF40406559CDC60CAC41406570B5CAA3B04040DD9DAD6AE6AA41406570B5CAA3B04040DD9DAD6AE6AA414060A1A4FAADAF4040","Highway","2024-06-03","0103000020E61000000100000005000000DD9DAD6AE6AA414060A1A4FAADAF40406559CDC60CAC414060A1A4FAADAF40406559CDC60CAC41406570B5CAA3B04040DD9DAD6AE6AA41406570B5CAA3B04040DD9DAD6AE6AA414060A1A4FAADAF4040","POLYGON((35.33515676 33.37249692,35.34413991 33.37249692,35.34413991 33.37999853,35.33515676 33.37999853,35.33515676 33.37249692))","Identify change detections based on changed class in open areas within a distance of 10 kilometers east of Insar over the past year.","'’’sql 
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt FROM change_detection.change_events ce, locations_store WHERE ce.buildfromzero=True AND ce.enddate >= date_trunc('year', now()) - interval '1 year' AND ST_DWithin(ce.geog::geography, locations_store.""insar"", 10000) AND ST_XMin(Box2d(ce.geog::geometry)) > ST_Xmax(box2d(locations_store.""insar""))
’’’"
11,11,11,"detectionsWithParams.fid-1231113e_193498dfb0e_bea","Lebanon","2024-01-20","2024-07-08",0.33,"False",29.3444985837651,"2024-11-14",0.82,5.66666666666667,"01030000000100000005000000DD9DAD6AE6AA41407A67DDD47AB440406559CDC60CAC41407A67DDD47AB440406559CDC60CAC414038D7D58970B54040DD9DAD6AE6AA414038D7D58970B54040DD9DAD6AE6AA41407A67DDD47AB44040","Industrial","2024-07-08","0103000020E61000000100000005000000DD9DAD6AE6AA41407A67DDD47AB440406559CDC60CAC41407A67DDD47AB440406559CDC60CAC414038D7D58970B54040DD9DAD6AE6AA414038D7D58970B54040DD9DAD6AE6AA41407A67DDD47AB44040","POLYGON((35.33515676 33.40999852,35.34413991 33.40999852,35.34413991 33.4174969,35.33515676 33.4174969,35.33515676 33.40999852))","What new developments have occurred in open areas around Babliyeh?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.buildfromzero=True AND ST_Intersects(ce.geog, locations_store.""babliyeh"")
```"
12,12,12,"detectionsWithParams.fid-1231113e_193498dfb0e_beb","Lebanon","2023-04-15","2024-05-19",0.33,"False",15.6881691421415,"2024-11-14",0.82,13.3333333333333,"01030000000100000005000000DD9DAD6AE6AA4140FC5CA77008BF40406559CDC60CAC4140FC5CA77008BF40406559CDC60CAC414054B7E5E9FDBF4040DD9DAD6AE6AA414054B7E5E9FDBF4040DD9DAD6AE6AA4140FC5CA77008BF4040","Industrial","2024-05-19","0103000020E61000000100000005000000DD9DAD6AE6AA4140FC5CA77008BF40406559CDC60CAC4140FC5CA77008BF40406559CDC60CAC414054B7E5E9FDBF4040DD9DAD6AE6AA414054B7E5E9FDBF4040DD9DAD6AE6AA4140FC5CA77008BF4040","POLYGON((35.33515676 33.49244507,35.34413991 33.49244507,35.34413991 33.49993633,35.33515676 33.49993633,35.33515676 33.49244507))","What industrial changes have occurred within 3 kilometers south of Zahrani Power Plant in the last 6 months?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Industrial' 
AND ce.enddate >= date_trunc('month', now()) - interval '6 month' 
AND ST_DWithin(ce.geog::geography, locations_store.""zahrani_power_plant"", 3000) 
AND ST_YMax(Box2d(ce.geog::geometry)) < ST_YMin(Box2d(locations_store.""zahrani_power_plant""))
```"
13,13,13,"detectionsWithParams.fid-1231113e_193498dfb0e_bec","Lebanon","2023-10-22","2024-09-06",0.33,"False",12.8809893965696,"2024-11-14",0.82,10.6666666666667,"010300000001000000050000006559CDC60CAC4140FB215766218B4040EC14ED2233AD4140FB215766218B4040EC14ED2233AD4140AC304304188C40406559CDC60CAC4140AC304304188C40406559CDC60CAC4140FB215766218B4040","Other","2024-09-06","0103000020E610000001000000050000006559CDC60CAC4140FB215766218B4040EC14ED2233AD4140FB215766218B4040EC14ED2233AD4140AC304304188C40406559CDC60CAC4140AC304304188C40406559CDC60CAC4140FB215766218B4040","POLYGON((35.34413991 33.08695678,35.35312306 33.08695678,35.35312306 33.09448293,35.34413991 33.09448293,35.34413991 33.08695678))","What new highways have appeared within 5 kilometers north of Ayta Ash Shab?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Highway' 
AND ce.buildfromzero=True 
AND ST_DWithin(ce.geog::geography, ST_Centroid(locations_store.""ayta_ash_shab""), 5000) 
AND ST_YMin(Box2d(ce.geog::geometry)) > ST_YMax(box2d(locations_store.""ayta_ash_shab""))
```"
14,14,14,"detectionsWithParams.fid-1231113e_193498dfb0e_bed","Lebanon","2023-06-24","2023-12-11",0.33,"False",18.2435335230241,"2024-11-14",0.82,5.66666666666667,"010300000001000000050000006559CDC60CAC4140FA607C45759C4040EC14ED2233AD4140FA607C45759C4040EC14ED2233AD4140AB2604826B9D40406559CDC60CAC4140AB2604826B9D40406559CDC60CAC4140FA607C45759C4040","Residential","2023-12-11","0103000020E610000001000000050000006559CDC60CAC4140FA607C45759C4040EC14ED2233AD4140FA607C45759C4040EC14ED2233AD4140AB2604826B9D40406559CDC60CAC4140AB2604826B9D40406559CDC60CAC4140FA607C45759C4040","POLYGON((35.34413991 33.22232884,35.35312306 33.22232884,35.35312306 33.22984338,35.34413991 33.22984338,35.34413991 33.22232884))","What new industrial areas have appeared in the northern part of Mahrouna in the last 6 months?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Industrial' 
AND ce.enddate >= date_trunc('month', now()) - interval '6 month' 
AND ST_Intersects(ce.geog, locations_store.""mahrouna"") 
AND ST_YMin(Box2d(ce.geog::geometry)) > ST_y(ST_Centroid(locations_store.""mahrouna""));
```"
15,15,15,"detectionsWithParams.fid-1231113e_193498dfb0e_bee","Lebanon","2023-07-04","2024-06-08",0.33,"False",7.59288171723792,"2024-11-14",0.82,11.3333333333333,"010300000001000000050000006559CDC60CAC4140C0B424174EA04040EC14ED2233AD4140C0B424174EA04040EC14ED2233AD414072F8073E44A140406559CDC60CAC414072F8073E44A140406559CDC60CAC4140C0B424174EA04040","Residential","2024-06-08","0103000020E610000001000000050000006559CDC60CAC4140C0B424174EA04040EC14ED2233AD4140C0B424174EA04040EC14ED2233AD414072F8073E44A140406559CDC60CAC414072F8073E44A140406559CDC60CAC4140C0B424174EA04040","POLYGON((35.34413991 33.25238313,35.35312306 33.25238313,35.35312306 33.25989509,35.34413991 33.25989509,35.34413991 33.25238313))","What highway changes have occurred within 10 kilometers north of Debaal in the last 4 months?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Highway' 
AND ce.enddate >= date_trunc('month', now()) - interval '4 month' 
AND ST_DWithin(ce.geog::geography, locations_store.""debaal"", 10000) 
AND ST_YMin(Box2d(ce.geog::geometry)) > ST_YMax(box2d(locations_store.""debaal""))
```"
16,16,16,"detectionsWithParams.fid-1231113e_193498dfb0e_bef","Lebanon","2023-07-09","2024-09-16",0.33,"False",21.7678682950003,"2024-11-14",0.82,14.5,"010300000001000000050000006559CDC60CAC4140F886259226A44040EC14ED2233AD4140F886259226A44040EC14ED2233AD41401BCF4EA31CA540406559CDC60CAC41401BCF4EA31CA540406559CDC60CAC4140F886259226A44040","Residential","2024-09-16","0103000020E610000001000000050000006559CDC60CAC4140F886259226A44040EC14ED2233AD4140F886259226A44040EC14ED2233AD41401BCF4EA31CA540406559CDC60CAC41401BCF4EA31CA540406559CDC60CAC4140F886259226A44040","POLYGON((35.34413991 33.28242709,35.35312306 33.28242709,35.35312306 33.28993646,35.34413991 33.28993646,35.34413991 33.28242709))","Are there new highways in Maaroub?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Highway' AND ce.buildfromzero=True AND ST_Intersects(ce.geog, locations_store.""maaroub"")
```"
17,17,17,"detectionsWithParams.fid-1231113e_193498dfb0e_bf0","Lebanon","2023-11-16","2024-09-11",0.33,"False",29.0143424455579,"2024-11-14",0.82,10,"010300000001000000050000006559CDC60CAC41401BCF4EA31CA54040EC14ED2233AD41401BCF4EA31CA54040EC14ED2233AD414085B319AF12A640406559CDC60CAC414085B319AF12A640406559CDC60CAC41401BCF4EA31CA54040","Other","2024-09-11","0103000020E610000001000000050000006559CDC60CAC41401BCF4EA31CA54040EC14ED2233AD41401BCF4EA31CA54040EC14ED2233AD414085B319AF12A640406559CDC60CAC414085B319AF12A640406559CDC60CAC41401BCF4EA31CA54040","POLYGON((35.34413991 33.28993646,35.35312306 33.28993646,35.35312306 33.29744519,35.34413991 33.29744519,35.34413991 33.28993646))","Identify changes in land use or development patterns within the vicinity of Humayri, focusing on the emergence of new highways, airports, residential, or industrial areas, specifically noting developments in open areas where applicable.","'’’ sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt FROM change_detection.change_events ce, locations_store WHERE ce.class IN ('Highway', 'Airport', 'Residential', 'Industrial') AND ce.buildfromzero=True AND ST_DWithin(ce.geog::geography, locations_store.""humayri"", 10000)
'’’"
18,18,18,"detectionsWithParams.fid-1231113e_193498dfb0e_bf1","Lebanon","2023-08-18","2024-07-28",0.33,"True",60.7141556857971,"2024-11-14",0.82,11.5,"010300000001000000050000006559CDC60CAC41400F3AF083D6AB4040EC14ED2233AD41400F3AF083D6AB4040EC14ED2233AD4140A304BB69CCAC40406559CDC60CAC4140A304BB69CCAC40406559CDC60CAC41400F3AF083D6AB4040","Airport","2024-07-28","0103000020E610000001000000050000006559CDC60CAC41400F3AF083D6AB4040EC14ED2233AD41400F3AF083D6AB4040EC14ED2233AD4140A304BB69CCAC40406559CDC60CAC4140A304BB69CCAC40406559CDC60CAC41400F3AF083D6AB4040","POLYGON((35.34413991 33.34248399,35.35312306 33.34248399,35.35312306 33.34998819,35.34413991 33.34998819,35.34413991 33.34248399))","What are the new residential areas developed in the southern part of Zrariyeh?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Residential' 
AND ce.buildfromzero=True 
AND ST_Intersects(ce.geog, locations_store.""zrariyeh"") 
AND ST_YMax(Box2d(ce.geog::geometry)) < ST_y(ST_Centroid(locations_store.""zrariyeh""));
```"
19,19,19,"detectionsWithParams.fid-1231113e_193498dfb0e_bf2","Lebanon","2023-07-24","2023-12-11",0.33,"False",46.8295816844629,"2024-11-14",0.82,4.66666666666667,"010300000001000000050000006559CDC60CAC414013F51F25B8AE4040EC14ED2233AD414013F51F25B8AE4040EC14ED2233AD414060A1A4FAADAF40406559CDC60CAC414060A1A4FAADAF40406559CDC60CAC414013F51F25B8AE4040","Airport","2023-12-11","0103000020E610000001000000050000006559CDC60CAC414013F51F25B8AE4040EC14ED2233AD414013F51F25B8AE4040EC14ED2233AD414060A1A4FAADAF40406559CDC60CAC414060A1A4FAADAF40406559CDC60CAC414013F51F25B8AE4040","POLYGON((35.34413991 33.36499466,35.35312306 33.36499466,35.35312306 33.37249692,35.34413991 33.37249692,35.34413991 33.36499466))","Identify changes in the residential area around Insar within the last 3 months.","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Residential' 
AND ce.enddate >= date_trunc('month', now()) - interval '3 month' 
AND ST_Intersects(ce.geog, locations_store.""insar"")
```"
20,20,20,"detectionsWithParams.fid-1231113e_193498dfb0e_bf3","Lebanon","2024-07-08","2024-10-11",0.33,"True",77.3662947586832,"2024-11-14",0.82,3.16666666666667,"010300000001000000050000006559CDC60CAC4140B1DB679599B14040EC14ED2233AD4140B1DB679599B14040EC14ED2233AD4140B769A65A8FB240406559CDC60CAC4140B769A65A8FB240406559CDC60CAC4140B1DB679599B14040","Other","2024-10-11","0103000020E610000001000000050000006559CDC60CAC4140B1DB679599B14040EC14ED2233AD4140B1DB679599B14040EC14ED2233AD4140B769A65A8FB240406559CDC60CAC4140B769A65A8FB240406559CDC60CAC4140B1DB679599B14040","POLYGON((35.34413991 33.3874995,35.35312306 33.3874995,35.35312306 33.39499982,35.34413991 33.39499982,35.34413991 33.3874995))","What changes have occurred in open areas near Senay over the last year in the 'Residential' class?","```sql
SELECT ce.id, ce.class, ce.region, ce.startdate, ce.enddate, ce.buildfromzero, ce.confidence, ST_AsText(ce.geog) AS geometry_wkt 
FROM change_detection.change_events ce, locations_store 
WHERE ce.class = 'Residential' 
AND ce.buildfromzero=True 
AND ce.enddate >= date_trunc('year', now()) - interval '1 year' 
AND ST_DWithin(ce.geog, locations_store.""senay"", 10000);
```"
